"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-641-10.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output is.A.x.csv",,,,"Date:","26 Feb 2016 18:14:24 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
41.725,3.426,54.758,0.072,0.000,0.019,373612.818,1124510.254,994738176.0,166109184.0,3616538624.0,62881239040.0
3.093,0.062,96.845,0.0,0.0,0.0,0.0,0.0,1026322432.0,166109184.0,3616538624.0,62849654784.0
3.127,0.063,96.811,0.0,0.0,0.0,0.0,0.0,1062047744.0,166109184.0,3616542720.0,62813925376.0


"Host:","compute-641-10.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output is.A.x.csv",,,,"Date:","26 Feb 2016 18:14:28 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
41.725,3.426,54.758,0.072,0.000,0.019,373612.759,1124510.076,994873344.0,166109184.0,3616546816.0,62881095680.0
3.125,0.062,96.812,0.0,0.0,0.0,0.0,0.0,1026584576.0,166109184.0,3616546816.0,62849384448.0
3.095,0.094,96.186,0.625,0.0,0.0,0.0,16384.0,1061916672.0,166109184.0,3616546816.0,62814052352.0


"Host:","compute-641-10.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output is.A.x.csv",,,,"Date:","26 Feb 2016 18:14:32 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
41.725,3.426,54.758,0.072,0.000,0.019,373612.700,1124509.899,995258368.0,166109184.0,3616546816.0,62880710656.0
3.097,0.125,96.778,0.0,0.0,0.0,0.0,0.0,1026842624.0,166109184.0,3616546816.0,62849126400.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,1062428672.0,166109184.0,3616546816.0,62813540352.0


"Host:","compute-641-10.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output is.A.x.csv",,,,"Date:","26 Feb 2016 18:14:36 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
41.725,3.426,54.758,0.072,0.000,0.019,373612.641,1124509.722,995258368.0,166109184.0,3616546816.0,62880710656.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,1026842624.0,166109184.0,3616546816.0,62849126400.0
3.132,0.125,96.148,0.595,0.0,0.0,0.0,16384.0,1062035456.0,166109184.0,3616546816.0,62813933568.0


"Host:","compute-641-10.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output is.A.x.csv",,,,"Date:","26 Feb 2016 18:14:40 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
41.725,3.426,54.758,0.072,0.000,0.019,373612.582,1124509.545,995635200.0,166109184.0,3616546816.0,62880333824.0
3.126,0.094,96.780,0.0,0.0,0.0,0.0,0.0,1027092480.0,166109184.0,3616546816.0,62848876544.0
3.098,0.094,96.809,0.0,0.0,0.0,0.0,0.0,1062678528.0,166109184.0,3616546816.0,62813290496.0
