"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-641-12.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","25 Feb 2016 16:10:06 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
50.387,7.802,41.739,0.066,0.000,0.006,269.121,18548.134,876986368.0,79454208.0,93442048.0,66608742400.0
3.127,0.094,96.685,0.094,0.0,0.0,0.0,0.0,906199040.0,79454208.0,93454336.0,66579517440.0
3.101,0.063,96.304,0.501,0.0,0.031,0.0,20480.0,935677952.0,79454208.0,93454336.0,66550038528.0
3.128,0.125,96.747,0.0,0.0,0.0,0.0,0.0,962433024.0,79454208.0,93454336.0,66523283456.0
3.101,0.063,96.837,0.0,0.0,0.0,0.0,0.0,991637504.0,79454208.0,93454336.0,66494078976.0
3.035,0.188,96.777,0.0,0.0,0.0,0.0,0.0,1142333440.0,79454208.0,93454336.0,66343383040.0
3.132,0.063,96.806,0.0,0.0,0.0,0.0,0.0,1150144512.0,79454208.0,93454336.0,66335571968.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,1149984768.0,79454208.0,93454336.0,66335731712.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,1149849600.0,79454208.0,93454336.0,66335866880.0
3.162,0.063,96.775,0.0,0.0,0.0,0.0,0.0,1149521920.0,79454208.0,93454336.0,66336194560.0


"Host:","compute-641-12.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","25 Feb 2016 16:10:18 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
50.387,7.802,41.739,0.066,0.000,0.006,269.121,18548.102,876269568.0,79454208.0,93458432.0,66609442816.0
6.215,0.062,93.723,0.0,0.0,0.0,0.0,0.0,935133184.0,79454208.0,93458432.0,66550579200.0
6.191,0.125,93.684,0.0,0.0,0.0,0.0,0.0,993845248.0,79454208.0,93458432.0,66491867136.0
6.164,0.125,93.711,0.0,0.0,0.0,0.0,0.0,1148841984.0,79454208.0,93458432.0,66336870400.0
6.223,0.063,93.715,0.0,0.0,0.0,0.0,0.0,1148588032.0,79454208.0,93458432.0,66337124352.0
6.250,0.062,93.688,0.0,0.0,0.0,0.0,0.0,1148461056.0,79454208.0,93458432.0,66337251328.0


"Host:","compute-641-12.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","25 Feb 2016 16:10:25 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
50.387,7.802,41.739,0.066,0.000,0.006,269.120,18548.086,881688576.0,79458304.0,93458432.0,66604019712.0
12.438,0.125,87.438,0.0,0.0,0.0,0.0,0.0,999383040.0,79458304.0,93458432.0,66486325248.0
12.410,0.188,87.402,0.0,0.0,0.0,0.0,0.0,1149628416.0,79458304.0,93458432.0,66336079872.0


"Host:","compute-641-12.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","25 Feb 2016 16:10:30 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
50.387,7.802,41.739,0.066,0.000,0.006,269.120,18548.076,888659968.0,79458304.0,93458432.0,66597048320.0
24.664,0.250,75.086,0.0,0.0,0.0,0.0,0.0,1146679296.0,79458304.0,93458432.0,66339028992.0


"Host:","compute-641-12.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","25 Feb 2016 16:10:33 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
50.387,7.802,41.740,0.066,0.000,0.006,269.120,18548.066,904556544.0,79458304.0,93462528.0,66581147648.0
31.065,0.312,68.623,0.0,0.0,0.0,0.0,0.0,1149087744.0,79458304.0,93462528.0,66336616448.0


"Host:","compute-641-12.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","25 Feb 2016 16:10:36 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
50.387,7.802,41.740,0.066,0.000,0.006,269.120,18548.061,910835712.0,79458304.0,93462528.0,66574868480.0


"Host:","compute-641-12.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","25 Feb 2016 16:10:39 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
50.387,7.802,41.740,0.066,0.000,0.006,269.120,18548.054,911798272.0,79458304.0,93462528.0,66573905920.0


"Host:","compute-641-12.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","25 Feb 2016 16:10:42 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
50.387,7.802,41.740,0.066,0.000,0.006,269.120,18548.049,964964352.0,79466496.0,93462528.0,66520731648.0


"Host:","compute-641-12.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","25 Feb 2016 16:10:44 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
50.387,7.802,41.740,0.066,0.000,0.006,269.120,18548.042,944521216.0,79466496.0,93470720.0,66541166592.0


"Host:","compute-641-12.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","25 Feb 2016 16:10:47 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
50.387,7.802,41.740,0.066,0.000,0.006,269.120,18548.037,982802432.0,79470592.0,93466624.0,66502885376.0
