"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-431-10.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output cg.C.8.csv",,,,"Date:","03 Mar 2016 12:36:58 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
21.110,3.559,74.977,0.343,0.000,0.011,980820.999,1262558.193,763883520.0,485183488.0,141668352.0,45114023936.0
19.825,8.848,71.202,0.042,0.0,0.083,0.0,0.0,2010398720.0,485187584.0,147419136.0,43861753856.0
33.375,4.250,62.375,0.0,0.0,0.0,0.0,0.0,2011369472.0,485187584.0,147496960.0,43860705280.0
33.375,4.214,62.244,0.167,0.0,0.0,0.0,102400.0,2011377664.0,485195776.0,147488768.0,43860697088.0
33.375,4.214,62.286,0.125,0.0,0.0,0.0,4096.0,2010824704.0,485195776.0,147496960.0,43861241856.0
33.389,4.252,62.359,0.0,0.0,0.0,0.0,0.0,2010152960.0,485195776.0,147496960.0,43861913600.0
33.375,4.214,62.411,0.0,0.0,0.0,0.0,0.0,2010025984.0,485195776.0,147496960.0,43862040576.0
33.347,4.215,62.229,0.209,0.0,0.0,0.0,53248.0,2009276416.0,485203968.0,147488768.0,43862790144.0
33.403,4.212,62.385,0.0,0.0,0.0,0.0,0.0,2009595904.0,485203968.0,147496960.0,43862462464.0
33.361,4.254,62.385,0.0,0.0,0.0,0.0,0.0,2009333760.0,485203968.0,147496960.0,43862724608.0
33.375,4.214,62.411,0.0,0.0,0.0,0.0,0.0,2008690688.0,485203968.0,147496960.0,43863367680.0
33.375,4.214,62.411,0.0,0.0,0.0,0.0,0.0,2008080384.0,485203968.0,147496960.0,43863977984.0
33.375,4.255,62.370,0.0,0.0,0.0,0.0,0.0,2007953408.0,485203968.0,147496960.0,43864104960.0
33.347,4.252,62.401,0.0,0.0,0.0,0.0,0.0,2007547904.0,485203968.0,147496960.0,43864510464.0
33.375,4.214,62.411,0.0,0.0,0.0,0.0,0.0,2007232512.0,485203968.0,147496960.0,43864825856.0
33.375,4.214,62.411,0.0,0.0,0.0,0.0,0.0,2007089152.0,485203968.0,147496960.0,43864969216.0
33.375,4.255,62.370,0.0,0.0,0.0,0.0,0.0,2006786048.0,485203968.0,147496960.0,43865272320.0
