"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-641-12.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output cg.C.x.csv",,,,"Date:","26 Feb 2016 12:51:24 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
49.790,7.708,42.431,0.065,0.000,0.005,266.169,18342.075,887562240.0,95621120.0,96780288.0,66578661376.0
2.782,0.406,96.812,0.0,0.0,0.0,0.0,0.0,1366409216.0,95621120.0,96780288.0,66099814400.0
3.158,0.094,96.748,0.0,0.0,0.0,0.0,0.0,1365987328.0,95621120.0,96813056.0,66100203520.0
3.129,0.094,96.777,0.0,0.0,0.0,0.0,0.0,1366114304.0,95621120.0,96813056.0,66100076544.0
3.130,0.094,96.776,0.0,0.0,0.0,0.0,0.0,1366044672.0,95621120.0,96813056.0,66100146176.0
3.129,0.094,96.777,0.0,0.0,0.0,0.0,0.0,1365917696.0,95621120.0,96813056.0,66100273152.0
3.128,0.094,96.153,0.626,0.0,0.0,0.0,16384.0,1365786624.0,95625216.0,96813056.0,66100400128.0
3.160,0.063,96.777,0.0,0.0,0.0,0.0,0.0,1365786624.0,95625216.0,96813056.0,66100400128.0
3.128,0.094,96.778,0.0,0.0,0.0,0.0,0.0,1365532672.0,95625216.0,96813056.0,66100654080.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,1365405696.0,95625216.0,96813056.0,66100781056.0
3.128,0.094,96.747,0.0,0.0,0.031,0.0,0.0,1365397504.0,95625216.0,96813056.0,66100789248.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,1365389312.0,95625216.0,96813056.0,66100797440.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,1365385216.0,95625216.0,96813056.0,66100801536.0
3.160,0.063,96.777,0.0,0.0,0.0,0.0,0.0,1365385216.0,95625216.0,96813056.0,66100801536.0
3.129,0.094,96.777,0.0,0.0,0.0,0.0,0.0,1365213184.0,95625216.0,96813056.0,66100973568.0
3.129,0.094,96.777,0.0,0.0,0.0,0.0,0.0,1369788416.0,95625216.0,96813056.0,66096398336.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,1369788416.0,95625216.0,96813056.0,66096398336.0
3.129,0.094,96.777,0.0,0.0,0.0,0.0,0.0,1369788416.0,95625216.0,96813056.0,66096398336.0
3.160,0.063,96.777,0.0,0.0,0.0,0.0,0.0,1369788416.0,95625216.0,96813056.0,66096398336.0
3.129,0.094,96.777,0.0,0.0,0.0,0.0,0.0,1369788416.0,95625216.0,96813056.0,66096398336.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,1369661440.0,95625216.0,96813056.0,66096525312.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,1369661440.0,95625216.0,96813056.0,66096525312.0
3.129,0.094,96.777,0.0,0.0,0.0,0.0,0.0,1369780224.0,95625216.0,96813056.0,66096406528.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,1369780224.0,95625216.0,96813056.0,66096406528.0
3.129,0.094,96.777,0.0,0.0,0.0,0.0,0.0,1369788416.0,95625216.0,96813056.0,66096398336.0
3.161,0.125,96.714,0.0,0.0,0.0,0.0,0.0,1369788416.0,95625216.0,96813056.0,66096398336.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,1369661440.0,95625216.0,96813056.0,66096525312.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,1369661440.0,95625216.0,96813056.0,66096525312.0
3.159,0.094,96.747,0.0,0.0,0.0,0.0,0.0,1369661440.0,95625216.0,96813056.0,66096525312.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,1369661440.0,95625216.0,96813056.0,66096525312.0
