"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-641-14.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","26 Feb 2016 21:49:52 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
45.524,3.659,50.787,0.023,0.000,0.007,164607.611,610783.345,800731136.0,10149888.0,29868032.0,66817875968.0
3.122,0.062,96.815,0.0,0.0,0.0,0.0,0.0,834269184.0,10149888.0,29884416.0,66784321536.0
3.099,0.094,96.808,0.0,0.0,0.0,0.0,0.0,866226176.0,10149888.0,29900800.0,66752348160.0
3.131,0.094,96.775,0.0,0.0,0.0,0.0,0.0,897806336.0,10149888.0,29904896.0,66720763904.0
3.101,0.094,96.806,0.0,0.0,0.0,0.0,0.0,931217408.0,10149888.0,29904896.0,66687352832.0
3.034,0.219,96.747,0.0,0.0,0.0,0.0,0.0,1076109312.0,10149888.0,29904896.0,66542460928.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,20480.0,1076109312.0,10158080.0,29896704.0,66542460928.0
3.129,0.094,96.777,0.0,0.0,0.0,0.0,0.0,1075806208.0,10158080.0,29904896.0,66542755840.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,1075544064.0,10158080.0,29904896.0,66543017984.0


"Host:","compute-641-14.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","26 Feb 2016 21:50:03 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
45.524,3.659,50.787,0.023,0.000,0.007,164607.543,610783.093,800878592.0,10166272.0,29908992.0,66817671168.0
3.122,0.125,96.753,0.0,0.0,0.0,0.0,0.0,834428928.0,10166272.0,29917184.0,66784112640.0
3.095,0.156,96.749,0.0,0.0,0.0,0.0,0.0,865886208.0,10166272.0,29917184.0,66752655360.0
3.127,0.094,96.779,0.0,0.0,0.0,0.0,0.0,897843200.0,10166272.0,29917184.0,66720698368.0
3.128,0.094,96.778,0.0,0.0,0.0,0.0,0.0,931172352.0,10166272.0,29917184.0,66687369216.0
3.035,0.156,96.809,0.0,0.0,0.0,0.0,24576.0,1075716096.0,10166272.0,29917184.0,66542825472.0
3.128,0.063,96.778,0.031,0.0,0.0,0.0,16384.0,1075716096.0,10174464.0,29908992.0,66542825472.0
3.128,0.031,96.841,0.0,0.0,0.0,0.0,0.0,1075326976.0,10174464.0,29908992.0,66543214592.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,1075175424.0,10174464.0,29917184.0,66543357952.0


"Host:","compute-641-14.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","26 Feb 2016 21:50:14 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
45.524,3.659,50.787,0.023,0.000,0.007,164607.474,610782.841,799678464.0,10174464.0,29917184.0,66818854912.0
3.122,0.125,96.753,0.0,0.0,0.0,0.0,0.0,833495040.0,10174464.0,29917184.0,66785038336.0
3.098,0.063,96.840,0.0,0.0,0.0,0.0,0.0,865624064.0,10174464.0,29917184.0,66752909312.0
3.126,0.094,96.780,0.0,0.0,0.0,0.0,0.0,897081344.0,10174464.0,29917184.0,66721452032.0
3.096,0.094,96.811,0.0,0.0,0.0,0.0,0.0,930381824.0,10174464.0,29917184.0,66688151552.0
3.034,0.156,96.810,0.0,0.0,0.0,0.0,0.0,1075400704.0,10174464.0,29917184.0,66543132672.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,20480.0,1075523584.0,10182656.0,29913088.0,66543005696.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,1075347456.0,10182656.0,29917184.0,66543177728.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,1075073024.0,10182656.0,29917184.0,66543452160.0


"Host:","compute-641-14.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","26 Feb 2016 21:50:25 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
45.524,3.659,50.787,0.023,0.000,0.007,164607.406,610782.589,799133696.0,10182656.0,29917184.0,66819391488.0
3.126,0.125,96.749,0.0,0.0,0.0,0.0,0.0,833077248.0,10182656.0,29917184.0,66785447936.0
3.131,0.157,96.713,0.0,0.0,0.0,0.0,0.0,864915456.0,10182656.0,29917184.0,66753609728.0
3.100,0.094,96.807,0.0,0.0,0.0,0.0,0.0,896634880.0,10182656.0,29917184.0,66721890304.0
3.101,0.094,96.806,0.0,0.0,0.0,0.0,0.0,930054144.0,10182656.0,29917184.0,66688471040.0
3.035,0.156,96.809,0.0,0.0,0.0,0.0,0.0,1074814976.0,10182656.0,29917184.0,66543710208.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,16384.0,1074810880.0,10190848.0,29913088.0,66543710208.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,1074569216.0,10190848.0,29921280.0,66543943680.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,1074442240.0,10190848.0,29921280.0,66544070656.0


"Host:","compute-641-14.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","26 Feb 2016 21:50:35 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
45.524,3.659,50.787,0.023,0.000,0.007,164607.338,610782.337,798900224.0,10190848.0,29921280.0,66819612672.0
3.123,0.094,96.783,0.0,0.0,0.0,0.0,0.0,832454656.0,10190848.0,29921280.0,66786058240.0
3.098,0.063,96.840,0.0,0.0,0.0,0.0,0.0,863911936.0,10190848.0,29921280.0,66754600960.0
3.095,0.125,96.780,0.0,0.0,0.0,0.0,4096.0,895758336.0,10190848.0,29921280.0,66722754560.0
3.126,0.094,96.780,0.0,0.0,0.0,0.0,0.0,929312768.0,10190848.0,29921280.0,66689200128.0
3.033,0.188,96.779,0.0,0.0,0.0,0.0,0.0,1074331648.0,10190848.0,29921280.0,66544181248.0
3.127,0.063,96.779,0.031,0.0,0.0,0.0,12288.0,1074204672.0,10199040.0,29913088.0,66544308224.0
3.156,0.094,96.750,0.0,0.0,0.0,0.0,0.0,1074069504.0,10199040.0,29921280.0,66544435200.0
3.127,0.094,96.779,0.0,0.0,0.0,0.0,8192.0,1074061312.0,10199040.0,29921280.0,66544443392.0
