"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-431-8.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","25 Feb 2016 14:57:15 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
25.123,1.776,73.085,0.012,0.000,0.003,7361.937,218351.594,975921152.0,93343744.0,2995843072.0,46675886080.0
4.205,0.042,95.754,0.0,0.0,0.0,0.0,0.0,990965760.0,93343744.0,2995867648.0,46660816896.0
4.170,0.083,95.746,0.0,0.0,0.0,0.0,0.0,1007665152.0,93343744.0,2995867648.0,46644117504.0
4.168,0.083,95.748,0.0,0.0,0.0,0.0,0.0,1022472192.0,93343744.0,2995867648.0,46629310464.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,8192.0,1037062144.0,93343744.0,2995867648.0,46614720512.0
4.170,0.083,95.746,0.0,0.0,0.0,0.0,0.0,1053712384.0,93343744.0,2995867648.0,46598070272.0
4.128,0.083,95.580,0.209,0.0,0.0,0.0,12288.0,1068388352.0,93351936.0,2995863552.0,46583390208.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,1085153280.0,93351936.0,2995867648.0,46566621184.0
4.210,0.042,95.748,0.0,0.0,0.0,0.0,0.0,1099706368.0,93351936.0,2995867648.0,46552068096.0
4.088,0.125,95.786,0.0,0.0,0.0,0.0,0.0,1242566656.0,93351936.0,2995867648.0,46409207808.0
4.168,0.083,95.748,0.0,0.0,0.0,0.0,0.0,1251016704.0,93351936.0,2995867648.0,46400757760.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,1250754560.0,93351936.0,2995867648.0,46401019904.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,1250754560.0,93351936.0,2995867648.0,46401019904.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,1250750464.0,93351936.0,2995867648.0,46401024000.0
4.210,0.083,95.707,0.0,0.0,0.0,0.0,0.0,1250623488.0,93351936.0,2995867648.0,46401150976.0


"Host:","compute-431-8.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","25 Feb 2016 14:57:32 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
25.123,1.776,73.085,0.012,0.000,0.003,7361.932,218351.451,975728640.0,93351936.0,2995871744.0,46676041728.0
4.165,0.042,95.793,0.0,0.0,0.0,0.0,0.0,990400512.0,93351936.0,2995871744.0,46661369856.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,1007177728.0,93351936.0,2995871744.0,46644592640.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,1021857792.0,93351936.0,2995871744.0,46629912576.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,1036664832.0,93351936.0,2995871744.0,46615105536.0
4.128,0.083,95.788,0.0,0.0,0.0,0.0,0.0,1053061120.0,93351936.0,2995871744.0,46598709248.0
4.172,0.0,95.703,0.125,0.0,0.0,0.0,16384.0,1067864064.0,93360128.0,2995867648.0,46583902208.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,1082540032.0,93360128.0,2995871744.0,46569222144.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,1099071488.0,93360128.0,2995871744.0,46552690688.0
4.048,0.125,95.826,0.0,0.0,0.0,0.0,0.0,1241931776.0,93360128.0,2995871744.0,46409830400.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,1250373632.0,93360128.0,2995871744.0,46401388544.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,1250111488.0,93360128.0,2995871744.0,46401650688.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,1250111488.0,93360128.0,2995871744.0,46401650688.0
4.174,0.0,95.826,0.0,0.0,0.0,0.0,0.0,1250111488.0,93360128.0,2995871744.0,46401650688.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,1249992704.0,93360128.0,2995871744.0,46401769472.0


"Host:","compute-431-8.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","25 Feb 2016 14:57:49 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
25.123,1.776,73.085,0.012,0.000,0.003,7361.927,218351.305,996429824.0,93368320.0,2995871744.0,46655324160.0
4.123,0.125,95.752,0.0,0.0,0.0,0.0,0.0,1011355648.0,93368320.0,2995871744.0,46640398336.0
4.212,0.042,95.746,0.0,0.0,0.0,0.0,0.0,1028378624.0,93368320.0,2995871744.0,46623375360.0
4.170,0.083,95.746,0.0,0.0,0.0,0.0,0.0,1043066880.0,93368320.0,2995871744.0,46608687104.0
4.170,0.083,95.746,0.0,0.0,0.0,0.0,0.0,1057619968.0,93368320.0,2995871744.0,46594134016.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,4096.0,1074266112.0,93368320.0,2995875840.0,46577483776.0
4.170,0.083,95.663,0.042,0.0,0.042,0.0,16384.0,1074249728.0,93376512.0,2995875840.0,46577491968.0
4.168,0.042,95.790,0.0,0.0,0.0,0.0,0.0,1090629632.0,93376512.0,2995875840.0,46561112064.0
4.132,0.042,95.826,0.0,0.0,0.0,0.0,0.0,1105190912.0,93376512.0,2995875840.0,46546550784.0
4.087,0.125,95.788,0.0,0.0,0.0,0.0,0.0,1248047104.0,93376512.0,2995875840.0,46403694592.0
4.212,0.042,95.746,0.0,0.0,0.0,0.0,0.0,1256108032.0,93376512.0,2995875840.0,46395633664.0
4.168,0.042,95.748,0.0,0.0,0.042,0.0,0.0,1256116224.0,93376512.0,2995875840.0,46395625472.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,1256116224.0,93376512.0,2995875840.0,46395625472.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,1256116224.0,93376512.0,2995875840.0,46395625472.0
4.214,0.0,95.786,0.0,0.0,0.0,0.0,0.0,1256075264.0,93376512.0,2995875840.0,46395666432.0


"Host:","compute-431-8.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","25 Feb 2016 14:58:06 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
25.123,1.776,73.085,0.012,0.000,0.003,7361.922,218351.162,981684224.0,93376512.0,2995875840.0,46670057472.0
4.167,0.0,95.833,0.0,0.0,0.0,0.0,0.0,996491264.0,93376512.0,2995875840.0,46655250432.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,1013522432.0,93376512.0,2995875840.0,46638219264.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,1028075520.0,93376512.0,2995875840.0,46623666176.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,1042763776.0,93376512.0,2995875840.0,46608977920.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,1059540992.0,93376512.0,2995875840.0,46592200704.0
4.170,0.042,95.663,0.125,0.0,0.0,0.0,16384.0,1074208768.0,93384704.0,2995871744.0,46577528832.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,1088868352.0,93384704.0,2995875840.0,46562865152.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,1105764352.0,93384704.0,2995875840.0,46545969152.0
4.088,0.083,95.828,0.0,0.0,0.0,0.0,0.0,1248473088.0,93384704.0,2995875840.0,46403260416.0
4.168,0.083,95.748,0.0,0.0,0.0,0.0,0.0,1256796160.0,93384704.0,2995875840.0,46394937344.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,1256804352.0,93384704.0,2995875840.0,46394929152.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,1256677376.0,93384704.0,2995875840.0,46395056128.0
4.174,0.0,95.826,0.0,0.0,0.0,0.0,0.0,1256677376.0,93384704.0,2995875840.0,46395056128.0
4.210,0.042,95.748,0.0,0.0,0.0,0.0,0.0,1256677376.0,93384704.0,2995875840.0,46395056128.0


"Host:","compute-431-8.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","25 Feb 2016 14:58:23 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
25.123,1.776,73.085,0.012,0.000,0.003,7361.917,218351.017,981512192.0,93384704.0,2995875840.0,46670221312.0
4.127,0.042,95.832,0.0,0.0,0.0,0.0,0.0,996327424.0,93384704.0,2995875840.0,46655406080.0
4.208,0.042,95.708,0.0,0.0,0.042,0.0,0.0,1013231616.0,93384704.0,2995875840.0,46638501888.0
4.132,0.042,95.826,0.0,0.0,0.0,0.0,0.0,1027911680.0,93384704.0,2995875840.0,46623821824.0
4.168,0.083,95.748,0.0,0.0,0.0,0.0,0.0,1042464768.0,93384704.0,2995875840.0,46609268736.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,1059229696.0,93384704.0,2995875840.0,46592503808.0
4.167,0.042,95.583,0.167,0.0,0.042,0.0,16384.0,1073905664.0,93392896.0,2995871744.0,46577823744.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,4096.0,1088581632.0,93392896.0,2995875840.0,46563143680.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,1105223680.0,93392896.0,2995875840.0,46546501632.0
4.085,0.167,95.748,0.0,0.0,0.0,0.0,0.0,1248022528.0,93392896.0,2995875840.0,46403702784.0
4.170,0.0,95.788,0.0,0.0,0.042,0.0,0.0,1256468480.0,93392896.0,2995875840.0,46395256832.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,1256460288.0,93392896.0,2995875840.0,46395265024.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,1256333312.0,93392896.0,2995875840.0,46395392000.0
4.172,0.042,95.745,0.0,0.0,0.042,0.0,0.0,1256300544.0,93392896.0,2995875840.0,46395424768.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,1256308736.0,93392896.0,2995875840.0,46395416576.0
