"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-641-12.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","26 Feb 2016 16:50:07 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
49.685,7.691,42.553,0.065,0.000,0.005,265.552,18301.296,877199360.0,97406976.0,100868096.0,66583150592.0
3.126,0.063,96.218,0.594,0.0,0.0,0.0,20480.0,908906496.0,97411072.0,100868096.0,66551439360.0
3.128,0.094,96.778,0.0,0.0,0.0,0.0,0.0,942534656.0,97411072.0,100929536.0,66517749760.0
3.098,0.063,96.840,0.0,0.0,0.0,0.0,0.0,974438400.0,97411072.0,100929536.0,66485846016.0
3.099,0.063,96.839,0.0,0.0,0.0,0.0,0.0,1007611904.0,97411072.0,100929536.0,66452672512.0
3.034,0.156,96.810,0.0,0.0,0.0,0.0,0.0,1151995904.0,97411072.0,100929536.0,66308288512.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,1150754816.0,97411072.0,100929536.0,66309529600.0
3.130,0.031,96.839,0.0,0.0,0.0,0.0,0.0,1150246912.0,97411072.0,100929536.0,66310037504.0
3.160,0.063,96.777,0.0,0.0,0.0,0.0,0.0,1149865984.0,97411072.0,100929536.0,66310418432.0


"Host:","compute-641-12.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","26 Feb 2016 16:50:18 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
49.685,7.691,42.553,0.065,0.000,0.005,265.551,18301.266,876130304.0,97411072.0,100933632.0,66584150016.0
6.219,0.094,93.688,0.0,0.0,0.0,0.0,0.0,938319872.0,97411072.0,100933632.0,66521960448.0
6.225,0.063,93.713,0.0,0.0,0.0,0.0,0.0,1005428736.0,97411072.0,100933632.0,66454851584.0
6.160,0.156,93.684,0.0,0.0,0.0,0.0,0.0,1148223488.0,97411072.0,100933632.0,66312056832.0
6.260,0.031,93.709,0.0,0.0,0.0,0.0,0.0,1147969536.0,97411072.0,100933632.0,66312310784.0


"Host:","compute-641-12.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","26 Feb 2016 16:50:25 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
49.685,7.691,42.554,0.065,0.000,0.005,265.551,18301.249,880148480.0,97415168.0,100929536.0,66580131840.0
12.434,0.125,87.441,0.0,0.0,0.0,0.0,0.0,1014878208.0,97415168.0,100933632.0,66445398016.0
12.387,0.188,87.426,0.0,0.0,0.0,0.0,0.0,1148485632.0,97415168.0,100933632.0,66311790592.0


"Host:","compute-641-12.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","26 Feb 2016 16:50:30 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
49.685,7.691,42.554,0.065,0.000,0.005,265.551,18301.236,890961920.0,97415168.0,100933632.0,66569314304.0
24.805,0.250,74.945,0.0,0.0,0.0,0.0,0.0,1151324160.0,97415168.0,100933632.0,66308952064.0


"Host:","compute-641-12.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","26 Feb 2016 16:50:33 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
49.685,7.691,42.554,0.065,0.000,0.005,265.551,18301.230,907509760.0,97423360.0,100937728.0,66552754176.0
30.928,0.375,68.697,0.0,0.0,0.0,0.0,0.0,1154519040.0,97423360.0,100937728.0,66305744896.0


"Host:","compute-641-12.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","26 Feb 2016 16:50:37 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
49.685,7.691,42.554,0.065,0.000,0.005,265.550,18301.224,913690624.0,97423360.0,100937728.0,66546573312.0


"Host:","compute-641-12.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","26 Feb 2016 16:50:40 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
49.685,7.691,42.554,0.065,0.000,0.005,265.550,18301.218,914886656.0,97427456.0,100937728.0,66545373184.0


"Host:","compute-641-12.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","26 Feb 2016 16:50:42 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
49.685,7.691,42.554,0.065,0.000,0.005,265.550,18301.210,980459520.0,97427456.0,100941824.0,66479796224.0


"Host:","compute-641-12.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","26 Feb 2016 16:50:45 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
49.685,7.691,42.554,0.065,0.000,0.005,265.550,18301.205,895746048.0,97431552.0,100945920.0,66564501504.0


"Host:","compute-641-12.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","26 Feb 2016 16:50:48 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
49.685,7.691,42.554,0.065,0.000,0.005,265.550,18301.197,1010593792.0,97431552.0,100945920.0,66449653760.0
