"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-431-9.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output ep.C.x.csv",,,,"Date:","26 Feb 2016 15:53:03 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
24.048,1.753,74.169,0.028,0.000,0.003,11442.169,493426.624,982437888.0,368832512.0,8428470272.0,40961253376.0
4.207,0.0,95.793,0.0,0.0,0.0,0.0,0.0,982687744.0,368832512.0,8428474368.0,40960999424.0
4.174,0.0,95.826,0.0,0.0,0.0,0.0,0.0,982917120.0,368832512.0,8428625920.0,40960618496.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,982908928.0,368832512.0,8428625920.0,40960626688.0
4.174,0.0,95.826,0.0,0.0,0.0,0.0,0.0,982904832.0,368832512.0,8428625920.0,40960630784.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,982654976.0,368832512.0,8428625920.0,40960880640.0
4.174,0.0,95.701,0.125,0.0,0.0,0.0,16384.0,982528000.0,368832512.0,8428625920.0,40961007616.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,982401024.0,368832512.0,8428625920.0,40961134592.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,982331392.0,368832512.0,8428625920.0,40961204224.0
4.174,0.0,95.826,0.0,0.0,0.0,0.0,0.0,982339584.0,368832512.0,8428625920.0,40961196032.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,982331392.0,368832512.0,8428625920.0,40961204224.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,982188032.0,368832512.0,8428625920.0,40961347584.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,982188032.0,368832512.0,8428625920.0,40961347584.0
4.172,0.0,95.786,0.0,0.0,0.042,0.0,0.0,982282240.0,368832512.0,8428625920.0,40961253376.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,982282240.0,368832512.0,8428625920.0,40961253376.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,982282240.0,368832512.0,8428625920.0,40961253376.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,8192.0,982282240.0,368832512.0,8428625920.0,40961253376.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,982155264.0,368832512.0,8428625920.0,40961380352.0
4.214,0.0,95.786,0.0,0.0,0.0,0.0,0.0,982155264.0,368832512.0,8428625920.0,40961380352.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,982347776.0,368832512.0,8428625920.0,40961187840.0
4.172,0.083,95.745,0.0,0.0,0.0,0.0,0.0,982220800.0,368832512.0,8428625920.0,40961314816.0
4.212,0.0,95.788,0.0,0.0,0.0,0.0,0.0,982102016.0,368832512.0,8428625920.0,40961433600.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,982093824.0,368832512.0,8428625920.0,40961441792.0
4.174,0.0,95.826,0.0,0.0,0.0,0.0,0.0,981966848.0,368832512.0,8428625920.0,40961568768.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,981966848.0,368832512.0,8428625920.0,40961568768.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,981966848.0,368832512.0,8428625920.0,40961568768.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,981966848.0,368832512.0,8428625920.0,40961568768.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,981975040.0,368832512.0,8428625920.0,40961560576.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,981966848.0,368832512.0,8428625920.0,40961568768.0
4.174,0.0,95.826,0.0,0.0,0.0,0.0,0.0,981839872.0,368832512.0,8428625920.0,40961695744.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,981839872.0,368832512.0,8428625920.0,40961695744.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,981839872.0,368832512.0,8428625920.0,40961695744.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,981839872.0,368832512.0,8428625920.0,40961695744.0
4.212,0.0,95.788,0.0,0.0,0.0,0.0,0.0,981839872.0,368832512.0,8428625920.0,40961695744.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,981839872.0,368832512.0,8428625920.0,40961695744.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,981766144.0,368832512.0,8428625920.0,40961769472.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,981757952.0,368832512.0,8428625920.0,40961777664.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,981757952.0,368832512.0,8428625920.0,40961777664.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,981757952.0,368832512.0,8428625920.0,40961777664.0
4.174,0.0,95.826,0.0,0.0,0.0,0.0,0.0,981757952.0,368832512.0,8428625920.0,40961777664.0
4.168,0.042,95.748,0.0,0.0,0.042,0.0,0.0,981757952.0,368832512.0,8428625920.0,40961777664.0
4.174,0.0,95.826,0.0,0.0,0.0,0.0,0.0,981757952.0,368832512.0,8428625920.0,40961777664.0
4.170,0.0,95.663,0.167,0.0,0.0,0.0,12288.0,981757952.0,368832512.0,8428625920.0,40961777664.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,981757952.0,368832512.0,8428625920.0,40961777664.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,981745664.0,368832512.0,8428630016.0,40961785856.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,981745664.0,368832512.0,8428630016.0,40961785856.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,981745664.0,368832512.0,8428630016.0,40961785856.0
4.212,0.0,95.788,0.0,0.0,0.0,0.0,0.0,981745664.0,368832512.0,8428630016.0,40961785856.0
4.174,0.0,95.826,0.0,0.0,0.0,0.0,0.0,981745664.0,368832512.0,8428630016.0,40961785856.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,981753856.0,368832512.0,8428630016.0,40961777664.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,981618688.0,368832512.0,8428630016.0,40961912832.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,981618688.0,368832512.0,8428630016.0,40961912832.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,981618688.0,368832512.0,8428630016.0,40961912832.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,981618688.0,368832512.0,8428630016.0,40961912832.0
4.174,0.0,95.826,0.0,0.0,0.0,0.0,0.0,981618688.0,368832512.0,8428630016.0,40961912832.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,981618688.0,368832512.0,8428630016.0,40961912832.0
4.174,0.0,95.826,0.0,0.0,0.0,0.0,0.0,981618688.0,368832512.0,8428630016.0,40961912832.0
4.214,0.0,95.786,0.0,0.0,0.0,0.0,0.0,981618688.0,368832512.0,8428630016.0,40961912832.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,981618688.0,368832512.0,8428630016.0,40961912832.0
4.174,0.0,95.826,0.0,0.0,0.0,0.0,0.0,981618688.0,368832512.0,8428630016.0,40961912832.0
4.170,0.042,95.663,0.083,0.0,0.042,0.0,16384.0,981618688.0,368832512.0,8428630016.0,40961912832.0
4.174,0.0,95.826,0.0,0.0,0.0,0.0,0.0,981618688.0,368832512.0,8428630016.0,40961912832.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,981618688.0,368832512.0,8428630016.0,40961912832.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,981618688.0,368832512.0,8428630016.0,40961912832.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,981618688.0,368832512.0,8428630016.0,40961912832.0
4.217,0.042,95.741,0.0,0.0,0.0,0.0,0.0,981626880.0,368832512.0,8428630016.0,40961904640.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,981626880.0,368832512.0,8428630016.0,40961904640.0
4.168,0.042,95.790,0.0,0.0,0.0,0.0,0.0,981753856.0,368832512.0,8428630016.0,40961777664.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,981753856.0,368832512.0,8428630016.0,40961777664.0
4.174,0.042,95.785,0.0,0.0,0.0,0.0,0.0,981753856.0,368832512.0,8428630016.0,40961777664.0
4.212,0.0,95.788,0.0,0.0,0.0,0.0,0.0,981753856.0,368832512.0,8428630016.0,40961777664.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,981753856.0,368832512.0,8428630016.0,40961777664.0
4.174,0.0,95.826,0.0,0.0,0.0,0.0,0.0,981745664.0,368832512.0,8428630016.0,40961785856.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,981745664.0,368832512.0,8428630016.0,40961785856.0
4.174,0.0,95.826,0.0,0.0,0.0,0.0,0.0,981745664.0,368832512.0,8428630016.0,40961785856.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,981753856.0,368832512.0,8428630016.0,40961777664.0
4.174,0.0,95.826,0.0,0.0,0.0,0.0,8192.0,981745664.0,368832512.0,8428630016.0,40961785856.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,981745664.0,368832512.0,8428630016.0,40961785856.0
4.174,0.0,95.826,0.0,0.0,0.0,0.0,0.0,981745664.0,368832512.0,8428630016.0,40961785856.0
4.174,0.042,95.785,0.0,0.0,0.0,0.0,0.0,981745664.0,368832512.0,8428630016.0,40961785856.0
4.174,0.0,95.826,0.0,0.0,0.0,0.0,0.0,981745664.0,368832512.0,8428630016.0,40961785856.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,981745664.0,368832512.0,8428630016.0,40961785856.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,981745664.0,368832512.0,8428630016.0,40961785856.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,981745664.0,368832512.0,8428630016.0,40961785856.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,981745664.0,368832512.0,8428630016.0,40961785856.0
4.212,0.083,95.705,0.0,0.0,0.0,0.0,0.0,981745664.0,368832512.0,8428630016.0,40961785856.0
4.174,0.0,95.826,0.0,0.0,0.0,0.0,0.0,981745664.0,368832512.0,8428630016.0,40961785856.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,981745664.0,368832512.0,8428630016.0,40961785856.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,981741568.0,368832512.0,8428630016.0,40961789952.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,981741568.0,368832512.0,8428630016.0,40961789952.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,981737472.0,368832512.0,8428634112.0,40961789952.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,981737472.0,368832512.0,8428634112.0,40961789952.0
4.174,0.0,95.826,0.0,0.0,0.0,0.0,0.0,981737472.0,368832512.0,8428634112.0,40961789952.0
4.210,0.042,95.748,0.0,0.0,0.0,0.0,0.0,981737472.0,368832512.0,8428634112.0,40961789952.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,981737472.0,368832512.0,8428634112.0,40961789952.0
4.174,0.0,95.826,0.0,0.0,0.0,0.0,0.0,981745664.0,368832512.0,8428634112.0,40961781760.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,981745664.0,368832512.0,8428634112.0,40961781760.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,981745664.0,368832512.0,8428634112.0,40961781760.0
4.174,0.0,95.826,0.0,0.0,0.0,0.0,0.0,981745664.0,368832512.0,8428634112.0,40961781760.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,981745664.0,368832512.0,8428634112.0,40961781760.0
4.212,0.0,95.788,0.0,0.0,0.0,0.0,0.0,981745664.0,368832512.0,8428634112.0,40961781760.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,981745664.0,368832512.0,8428634112.0,40961781760.0
4.172,0.0,95.661,0.167,0.0,0.0,0.0,12288.0,981745664.0,368832512.0,8428634112.0,40961781760.0
4.170,0.042,95.746,0.0,0.0,0.042,0.0,0.0,981741568.0,368832512.0,8428634112.0,40961785856.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,981733376.0,368832512.0,8428634112.0,40961794048.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,981741568.0,368832512.0,8428634112.0,40961785856.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,981741568.0,368832512.0,8428634112.0,40961785856.0
4.214,0.0,95.786,0.0,0.0,0.0,0.0,0.0,981741568.0,368832512.0,8428634112.0,40961785856.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,981741568.0,368832512.0,8428634112.0,40961785856.0
4.174,0.0,95.826,0.0,0.0,0.0,0.0,0.0,981868544.0,368832512.0,8428634112.0,40961658880.0
4.172,0.083,95.745,0.0,0.0,0.0,0.0,0.0,981868544.0,368832512.0,8428634112.0,40961658880.0
4.210,0.042,95.748,0.0,0.0,0.0,0.0,0.0,981868544.0,368832512.0,8428634112.0,40961658880.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,981868544.0,368832512.0,8428634112.0,40961658880.0
4.174,0.0,95.826,0.0,0.0,0.0,0.0,0.0,981868544.0,368832512.0,8428634112.0,40961658880.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,981868544.0,368832512.0,8428634112.0,40961658880.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,981868544.0,368832512.0,8428634112.0,40961658880.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,981733376.0,368832512.0,8428634112.0,40961794048.0
4.210,0.042,95.707,0.0,0.0,0.042,0.0,0.0,981733376.0,368832512.0,8428634112.0,40961794048.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,981733376.0,368832512.0,8428634112.0,40961794048.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,981733376.0,368832512.0,8428634112.0,40961794048.0
4.174,0.0,95.826,0.0,0.0,0.0,0.0,0.0,981733376.0,368832512.0,8428634112.0,40961794048.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,981733376.0,368832512.0,8428634112.0,40961794048.0
