"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-431-9.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output cg.C.x.csv",,,,"Date:","26 Feb 2016 14:56:05 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
24.050,1.753,74.166,0.028,0.000,0.003,11443.704,493492.722,993603584.0,368832512.0,8425906176.0,40952651776.0
3.833,0.375,95.792,0.0,0.0,0.0,0.0,0.0,1475940352.0,368832512.0,8426110976.0,40470110208.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,1475932160.0,368832512.0,8426110976.0,40470118400.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,1475923968.0,368832512.0,8426110976.0,40470126592.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,1475796992.0,368832512.0,8426110976.0,40470253568.0
4.168,0.042,95.790,0.0,0.0,0.0,0.0,0.0,1475670016.0,368832512.0,8426110976.0,40470380544.0
4.214,0.0,95.703,0.083,0.0,0.0,0.0,20480.0,1475407872.0,368832512.0,8426110976.0,40470642688.0
4.168,0.083,95.748,0.0,0.0,0.0,0.0,0.0,1475407872.0,368832512.0,8426110976.0,40470642688.0
4.170,0.0,95.830,0.0,0.0,0.0,0.0,0.0,1475407872.0,368832512.0,8426110976.0,40470642688.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,12288.0,1475280896.0,368832512.0,8426110976.0,40470769664.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,1475137536.0,368832512.0,8426110976.0,40470913024.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,1475010560.0,368832512.0,8426110976.0,40471040000.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,1475002368.0,368832512.0,8426110976.0,40471048192.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,1475002368.0,368832512.0,8426110976.0,40471048192.0
4.214,0.042,95.745,0.0,0.0,0.0,0.0,0.0,1474875392.0,368832512.0,8426110976.0,40471175168.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,1474813952.0,368832512.0,8426110976.0,40471236608.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,1474686976.0,368832512.0,8426110976.0,40471363584.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,1474560000.0,368832512.0,8426110976.0,40471490560.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,1474560000.0,368832512.0,8426110976.0,40471490560.0
4.214,0.042,95.745,0.0,0.0,0.0,0.0,0.0,1474560000.0,368832512.0,8426110976.0,40471490560.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,1474560000.0,368832512.0,8426110976.0,40471490560.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,1474560000.0,368832512.0,8426110976.0,40471490560.0
4.212,0.042,95.746,0.0,0.0,0.0,0.0,0.0,1474306048.0,368832512.0,8426110976.0,40471744512.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,1474187264.0,368832512.0,8426110976.0,40471863296.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,1474179072.0,368832512.0,8426110976.0,40471871488.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,1474179072.0,368832512.0,8426110976.0,40471871488.0
4.174,0.0,95.826,0.0,0.0,0.0,0.0,0.0,1474174976.0,368832512.0,8426110976.0,40471875584.0
