"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-431-8.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output ep.A.x.csv",,,,"Date:","26 Feb 2016 15:11:23 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
25.048,1.772,73.165,0.012,0.000,0.003,7338.122,217616.764,711671808.0,110678016.0,2975133696.0,46943510528.0
4.167,0.042,95.792,0.0,0.0,0.0,0.0,0.0,711790592.0,110678016.0,2975133696.0,46943391744.0
4.174,0.042,95.785,0.0,0.0,0.0,0.0,0.0,711618560.0,110678016.0,2975305728.0,46943391744.0
4.254,0.042,95.705,0.0,0.0,0.0,0.0,0.0,711618560.0,110678016.0,2975305728.0,46943391744.0
4.170,0.083,95.746,0.0,0.0,0.0,0.0,0.0,711495680.0,110678016.0,2975305728.0,46943514624.0
4.174,0.0,95.826,0.0,0.0,0.0,0.0,0.0,710979584.0,110678016.0,2975305728.0,46944030720.0
4.168,0.083,95.623,0.125,0.0,0.0,0.0,20480.0,710852608.0,110682112.0,2975301632.0,46944157696.0
4.175,0.0,95.825,0.0,0.0,0.0,0.0,0.0,710848512.0,110682112.0,2975305728.0,46944157696.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,710459392.0,110682112.0,2975305728.0,46944546816.0
4.214,0.0,95.786,0.0,0.0,0.0,0.0,0.0,710324224.0,110682112.0,2975305728.0,46944681984.0


"Host:","compute-431-8.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output ep.A.x.csv",,,,"Date:","26 Feb 2016 15:11:34 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
25.048,1.772,73.165,0.012,0.000,0.003,7338.119,217616.669,710475776.0,110682112.0,2975305728.0,46944530432.0
8.375,0.0,91.625,0.0,0.0,0.0,0.0,0.0,710864896.0,110682112.0,2975305728.0,46944141312.0
8.340,0.0,91.660,0.0,0.0,0.0,0.0,4096.0,710864896.0,110682112.0,2975305728.0,46944141312.0
8.340,0.042,91.618,0.0,0.0,0.0,0.0,0.0,710729728.0,110682112.0,2975305728.0,46944276480.0
8.344,0.0,91.656,0.0,0.0,0.0,0.0,0.0,710725632.0,110682112.0,2975305728.0,46944280576.0


"Host:","compute-431-8.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output ep.A.x.csv",,,,"Date:","26 Feb 2016 15:11:41 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
25.048,1.772,73.165,0.012,0.000,0.003,7338.117,217616.614,711483392.0,110686208.0,2975305728.0,46943518720.0
16.660,0.042,83.299,0.0,0.0,0.0,0.0,0.0,711745536.0,110686208.0,2975305728.0,46943256576.0
16.681,0.042,83.278,0.0,0.0,0.0,0.0,0.0,712118272.0,110686208.0,2975305728.0,46942883840.0


"Host:","compute-431-8.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output ep.A.x.csv",,,,"Date:","26 Feb 2016 15:11:45 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
25.048,1.772,73.165,0.012,0.000,0.003,7338.115,217616.574,717074432.0,110686208.0,2975305728.0,46937927680.0
33.347,0.042,66.486,0.125,0.0,0.0,0.0,20480.0,717828096.0,110690304.0,2975301632.0,46937174016.0


"Host:","compute-431-8.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output ep.A.x.csv",,,,"Date:","26 Feb 2016 15:11:49 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
