"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-431-3.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output ep.A.x.csv",,,,"Date:","25 Feb 2016 19:29:50 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
15.127,0.360,84.462,0.013,0.000,0.038,235.790,8832.344,315551744.0,90955776.0,91226112.0,12117254144.0
4.167,0.0,95.833,0.0,0.0,0.0,0.0,0.0,315535360.0,90955776.0,91234304.0,12117262336.0
4.170,0.0,95.830,0.0,0.0,0.0,0.0,0.0,315387904.0,90955776.0,91254784.0,12117389312.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,315645952.0,90955776.0,91254784.0,12117131264.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,315392000.0,90955776.0,91254784.0,12117385216.0
4.212,0.083,95.705,0.0,0.0,0.0,0.0,0.0,315392000.0,90955776.0,91254784.0,12117385216.0
4.174,0.0,95.701,0.125,0.0,0.0,0.0,20480.0,315064320.0,90963968.0,91250688.0,12117708800.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,315064320.0,90963968.0,91250688.0,12117708800.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,314925056.0,90963968.0,91254784.0,12117843968.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,314925056.0,90963968.0,91254784.0,12117843968.0
4.174,0.0,95.826,0.0,0.0,0.0,0.0,0.0,314798080.0,90963968.0,91254784.0,12117970944.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,314798080.0,90963968.0,91254784.0,12117970944.0
4.215,0.042,95.659,0.083,0.0,0.0,0.0,40960.0,315289600.0,90972160.0,91250688.0,12117475328.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,315289600.0,90972160.0,91250688.0,12117475328.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,315514880.0,90972160.0,91258880.0,12117241856.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,315514880.0,90972160.0,91258880.0,12117241856.0
4.174,0.0,95.826,0.0,0.0,0.0,0.0,0.0,315514880.0,90972160.0,91258880.0,12117241856.0
4.212,0.0,95.788,0.0,0.0,0.0,0.0,28672.0,315514880.0,90972160.0,91258880.0,12117241856.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,315260928.0,90972160.0,91258880.0,12117495808.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,315260928.0,90972160.0,91258880.0,12117495808.0
4.174,0.0,95.826,0.0,0.0,0.0,0.0,0.0,314880000.0,90972160.0,91258880.0,12117876736.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,314880000.0,90972160.0,91258880.0,12117876736.0


"Host:","compute-431-3.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output ep.A.x.csv",,,,"Date:","25 Feb 2016 19:30:13 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
15.127,0.360,84.462,0.013,0.000,0.038,235.789,8832.308,316907520.0,90972160.0,91262976.0,12115845120.0
8.330,0.042,91.628,0.0,0.0,0.0,0.0,0.0,316764160.0,90972160.0,91262976.0,12115988480.0
8.340,0.0,91.660,0.0,0.0,0.0,0.0,0.0,316764160.0,90972160.0,91262976.0,12115988480.0
8.344,0.0,91.656,0.0,0.0,0.0,0.0,0.0,316575744.0,90972160.0,91262976.0,12116176896.0
8.340,0.0,91.660,0.0,0.0,0.0,0.0,0.0,316575744.0,90972160.0,91262976.0,12116176896.0
8.378,0.0,91.622,0.0,0.0,0.0,0.0,0.0,316575744.0,90972160.0,91262976.0,12116176896.0
8.344,0.0,91.531,0.125,0.0,0.0,0.0,20480.0,316321792.0,90980352.0,91254784.0,12116430848.0
8.340,0.0,91.660,0.0,0.0,0.0,0.0,0.0,316186624.0,90980352.0,91262976.0,12116557824.0
8.340,0.0,91.660,0.0,0.0,0.0,0.0,0.0,316186624.0,90980352.0,91262976.0,12116557824.0
8.344,0.0,91.656,0.0,0.0,0.0,0.0,0.0,316170240.0,90980352.0,91262976.0,12116574208.0
8.337,0.042,91.622,0.0,0.0,0.0,0.0,0.0,316997632.0,90980352.0,91262976.0,12115746816.0


"Host:","compute-431-3.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output ep.A.x.csv",,,,"Date:","25 Feb 2016 19:30:26 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
15.127,0.360,84.462,0.013,0.000,0.038,235.788,8832.280,322326528.0,90980352.0,91262976.0,12110417920.0
16.694,0.042,83.264,0.0,0.0,0.0,0.0,0.0,322326528.0,90980352.0,91262976.0,12110417920.0
16.674,0.042,83.285,0.0,0.0,0.0,0.0,0.0,322191360.0,90980352.0,91262976.0,12110553088.0
16.688,0.0,83.312,0.0,0.0,0.0,0.0,0.0,322072576.0,90980352.0,91262976.0,12110671872.0
16.681,0.0,83.319,0.0,0.0,0.0,0.0,0.0,321945600.0,90980352.0,91262976.0,12110798848.0
16.674,0.042,83.285,0.0,0.0,0.0,0.0,0.0,321859584.0,90980352.0,91267072.0,12110880768.0


"Host:","compute-431-3.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output ep.A.x.csv",,,,"Date:","25 Feb 2016 19:30:33 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
15.127,0.360,84.462,0.013,0.000,0.038,235.787,8832.268,324214784.0,90988544.0,91267072.0,12108517376.0
33.375,0.0,66.625,0.0,0.0,0.0,0.0,0.0,324456448.0,90988544.0,91267072.0,12108275712.0
33.333,0.042,66.625,0.0,0.0,0.0,0.0,0.0,324456448.0,90988544.0,91267072.0,12108275712.0


"Host:","compute-431-3.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output ep.A.x.csv",,,,"Date:","25 Feb 2016 19:30:38 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
15.127,0.360,84.462,0.013,0.000,0.038,235.787,8832.255,327319552.0,90988544.0,91271168.0,12105408512.0
41.691,0.042,58.267,0.0,0.0,0.0,0.0,0.0,327315456.0,90988544.0,91271168.0,12105412608.0
41.719,0.0,58.156,0.125,0.0,0.0,0.0,20480.0,327315456.0,90996736.0,91262976.0,12105412608.0


"Host:","compute-431-3.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output ep.A.x.csv",,,,"Date:","25 Feb 2016 19:30:42 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
15.127,0.360,84.462,0.013,0.000,0.038,235.787,8832.250,329871360.0,90996736.0,91271168.0,12102848512.0
50.042,0.0,49.958,0.0,0.0,0.0,0.0,0.0,329994240.0,90996736.0,91271168.0,12102725632.0
40.367,0.0,59.633,0.0,0.0,0.0,0.0,0.0,330567680.0,90996736.0,91271168.0,12102152192.0


"Host:","compute-431-3.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output ep.A.x.csv",,,,"Date:","25 Feb 2016 19:30:46 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
15.127,0.360,84.462,0.013,0.000,0.038,235.786,8832.238,337752064.0,90996736.0,91271168.0,12094967808.0
66.694,0.042,33.139,0.125,0.0,0.0,0.0,20480.0,337752064.0,91004928.0,91262976.0,12094967808.0


"Host:","compute-431-3.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output ep.A.x.csv",,,,"Date:","25 Feb 2016 19:30:50 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
15.127,0.360,84.462,0.013,0.000,0.038,235.786,8832.234,347435008.0,91004928.0,91275264.0,12085272576.0
94.917,0.125,4.958,0.0,0.0,0.0,0.0,0.0,347054080.0,91004928.0,91275264.0,12085653504.0


"Host:","compute-431-3.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output ep.A.x.csv",,,,"Date:","25 Feb 2016 19:30:53 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
15.127,0.360,84.462,0.013,0.000,0.038,235.786,8832.226,356007936.0,91004928.0,91275264.0,12076699648.0
92.007,0.125,7.868,0.0,0.0,0.0,0.0,0.0,355946496.0,91004928.0,91275264.0,12076761088.0
