"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-431-3.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output cg.C.x.csv",,,,"Date:","25 Feb 2016 19:16:08 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
15.124,0.360,84.465,0.013,0.000,0.038,235.851,8834.393,500375552.0,90701824.0,91045888.0,11932864512.0
3.877,0.292,95.832,0.0,0.0,0.0,0.0,0.0,966668288.0,90701824.0,91090944.0,11466526720.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,966778880.0,90701824.0,91090944.0,11466416128.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,966778880.0,90701824.0,91090944.0,11466416128.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,966778880.0,90701824.0,91090944.0,11466416128.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,966778880.0,90701824.0,91090944.0,11466416128.0
4.212,0.0,95.663,0.125,0.0,0.0,0.0,20480.0,966651904.0,90710016.0,91082752.0,11466543104.0
4.170,0.0,95.830,0.0,0.0,0.0,0.0,0.0,966524928.0,90710016.0,91082752.0,11466670080.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,966262784.0,90710016.0,91090944.0,11466924032.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,966262784.0,90710016.0,91090944.0,11466924032.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,966254592.0,90710016.0,91090944.0,11466932224.0
4.170,0.0,95.830,0.0,0.0,0.0,0.0,0.0,966127616.0,90710016.0,91090944.0,11467059200.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,966127616.0,90710016.0,91090944.0,11467059200.0
4.174,0.0,95.826,0.0,0.0,0.0,0.0,0.0,966119424.0,90710016.0,91090944.0,11467067392.0
4.170,0.0,95.830,0.0,0.0,0.0,0.0,0.0,966070272.0,90710016.0,91090944.0,11467116544.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,966070272.0,90710016.0,91090944.0,11467116544.0
3.920,0.292,95.788,0.0,0.0,0.0,0.0,0.0,1407102976.0,90710016.0,91090944.0,11026083840.0
4.172,0.083,95.745,0.0,0.0,0.0,0.0,0.0,1388228608.0,90710016.0,91090944.0,11044958208.0
4.170,0.0,95.788,0.0,0.0,0.042,0.0,0.0,1388228608.0,90710016.0,91090944.0,11044958208.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,1388228608.0,90710016.0,91090944.0,11044958208.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,1388101632.0,90710016.0,91090944.0,11045085184.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,1388101632.0,90710016.0,91090944.0,11045085184.0
4.212,0.0,95.788,0.0,0.0,0.0,0.0,0.0,1388101632.0,90710016.0,91090944.0,11045085184.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,1387974656.0,90710016.0,91090944.0,11045212160.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,1387974656.0,90710016.0,91090944.0,11045212160.0
4.172,0.0,95.745,0.083,0.0,0.0,0.0,12288.0,1387974656.0,90718208.0,91082752.0,11045212160.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,1387839488.0,90718208.0,91090944.0,11045339136.0
4.174,0.0,95.826,0.0,0.0,0.0,0.0,0.0,1387839488.0,90718208.0,91090944.0,11045339136.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,1387839488.0,90718208.0,91090944.0,11045339136.0
4.170,0.083,95.746,0.0,0.0,0.0,0.0,0.0,1387839488.0,90718208.0,91090944.0,11045339136.0
4.174,0.042,95.785,0.0,0.0,0.0,0.0,0.0,1387712512.0,90718208.0,91090944.0,11045466112.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,1387712512.0,90718208.0,91090944.0,11045466112.0
