"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-641-12.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output ep.B.x.csv",,,,"Date:","25 Feb 2016 14:17:45 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
50.436,7.811,41.682,0.066,0.000,0.006,269.418,18567.717,868364288.0,78528512.0,93790208.0,66617942016.0
3.127,0.063,96.811,0.0,0.0,0.0,0.0,0.0,868716544.0,78528512.0,93810688.0,66617569280.0
3.127,0.094,96.748,0.0,0.0,0.031,0.0,0.0,868864000.0,78528512.0,93814784.0,66617417728.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,4096.0,868864000.0,78528512.0,93814784.0,66617417728.0
3.159,0.063,96.747,0.0,0.0,0.031,0.0,0.0,868569088.0,78528512.0,93814784.0,66617712640.0
3.130,0.031,96.839,0.0,0.0,0.0,0.0,0.0,868503552.0,78528512.0,93814784.0,66617778176.0
3.129,0.094,96.277,0.501,0.0,0.0,0.0,8192.0,868503552.0,78532608.0,93810688.0,66617778176.0
3.128,0.063,96.653,0.125,0.0,0.031,0.0,4096.0,868372480.0,78532608.0,93814784.0,66617905152.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,868368384.0,78532608.0,93814784.0,66617909248.0
3.159,0.094,96.747,0.0,0.0,0.0,0.0,0.0,868298752.0,78532608.0,93814784.0,66617978880.0
3.129,0.063,96.777,0.0,0.0,0.031,0.0,0.0,868179968.0,78532608.0,93814784.0,66618097664.0
3.128,0.094,96.778,0.0,0.0,0.0,0.0,0.0,868179968.0,78532608.0,93814784.0,66618097664.0
3.129,0.094,96.777,0.0,0.0,0.0,0.0,0.0,868057088.0,78532608.0,93814784.0,66618220544.0
3.159,0.063,96.778,0.0,0.0,0.0,0.0,0.0,867930112.0,78532608.0,93814784.0,66618347520.0
3.129,0.063,96.777,0.0,0.0,0.031,0.0,0.0,867938304.0,78532608.0,93814784.0,66618339328.0
3.131,0.031,96.838,0.0,0.0,0.0,0.0,0.0,867938304.0,78532608.0,93814784.0,66618339328.0
3.160,0.125,96.715,0.0,0.0,0.0,0.0,0.0,867811328.0,78532608.0,93814784.0,66618466304.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,867811328.0,78532608.0,93814784.0,66618466304.0
3.129,0.063,96.777,0.0,0.0,0.031,0.0,8192.0,867811328.0,78532608.0,93814784.0,66618466304.0
3.129,0.094,96.777,0.0,0.0,0.0,0.0,0.0,867708928.0,78532608.0,93814784.0,66618568704.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,867835904.0,78532608.0,93814784.0,66618441728.0
3.159,0.063,96.778,0.0,0.0,0.0,0.0,0.0,867835904.0,78532608.0,93814784.0,66618441728.0
3.128,0.063,96.778,0.0,0.0,0.031,0.0,0.0,867835904.0,78532608.0,93814784.0,66618441728.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,867835904.0,78532608.0,93814784.0,66618441728.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,867835904.0,78532608.0,93814784.0,66618441728.0
3.128,0.063,96.778,0.0,0.0,0.031,0.0,0.0,867844096.0,78532608.0,93814784.0,66618433536.0
3.128,0.031,96.841,0.0,0.0,0.0,0.0,0.0,867844096.0,78532608.0,93814784.0,66618433536.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,867844096.0,78532608.0,93814784.0,66618433536.0
3.159,0.063,96.778,0.0,0.0,0.0,0.0,0.0,867844096.0,78532608.0,93814784.0,66618433536.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,867717120.0,78532608.0,93814784.0,66618560512.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,867717120.0,78532608.0,93814784.0,66618560512.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,867717120.0,78532608.0,93814784.0,66618560512.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,867852288.0,78532608.0,93814784.0,66618425344.0
3.127,0.063,96.779,0.0,0.0,0.031,0.0,0.0,867852288.0,78532608.0,93814784.0,66618425344.0
3.160,0.031,96.809,0.0,0.0,0.0,0.0,0.0,867852288.0,78532608.0,93814784.0,66618425344.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,867852288.0,78532608.0,93814784.0,66618425344.0
3.128,0.031,96.841,0.0,0.0,0.0,0.0,0.0,867852288.0,78532608.0,93814784.0,66618425344.0
3.129,0.063,96.370,0.438,0.0,0.0,0.0,0.0,867852288.0,78532608.0,93814784.0,66618425344.0
3.130,0.031,96.682,0.156,0.0,0.0,0.0,12288.0,867848192.0,78536704.0,93814784.0,66618425344.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,867848192.0,78536704.0,93814784.0,66618425344.0
3.158,0.063,96.779,0.0,0.0,0.0,0.0,0.0,867721216.0,78536704.0,93814784.0,66618552320.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,867721216.0,78536704.0,93814784.0,66618552320.0
3.130,0.031,96.839,0.0,0.0,0.0,0.0,0.0,867721216.0,78536704.0,93814784.0,66618552320.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,867721216.0,78536704.0,93814784.0,66618552320.0
3.130,0.031,96.839,0.0,0.0,0.0,0.0,0.0,867708928.0,78536704.0,93818880.0,66618560512.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,867708928.0,78536704.0,93818880.0,66618560512.0
3.159,0.031,96.810,0.0,0.0,0.0,0.0,0.0,867708928.0,78536704.0,93818880.0,66618560512.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,867708928.0,78536704.0,93818880.0,66618560512.0
3.130,0.031,96.839,0.0,0.0,0.0,0.0,0.0,867704832.0,78536704.0,93818880.0,66618564608.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,867704832.0,78536704.0,93818880.0,66618564608.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,867713024.0,78536704.0,93818880.0,66618556416.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,867713024.0,78536704.0,93818880.0,66618556416.0
3.159,0.063,96.778,0.0,0.0,0.0,0.0,0.0,867713024.0,78536704.0,93818880.0,66618556416.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,867713024.0,78536704.0,93818880.0,66618556416.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,867713024.0,78536704.0,93818880.0,66618556416.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,867713024.0,78536704.0,93818880.0,66618556416.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,867704832.0,78536704.0,93818880.0,66618564608.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,867704832.0,78536704.0,93818880.0,66618564608.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,867704832.0,78536704.0,93818880.0,66618564608.0
3.159,0.063,96.778,0.0,0.0,0.0,0.0,0.0,867704832.0,78536704.0,93818880.0,66618564608.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,867704832.0,78536704.0,93818880.0,66618564608.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,867704832.0,78536704.0,93818880.0,66618564608.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,867713024.0,78536704.0,93818880.0,66618556416.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,867713024.0,78536704.0,93818880.0,66618556416.0
3.159,0.031,96.810,0.0,0.0,0.0,0.0,0.0,867713024.0,78536704.0,93818880.0,66618556416.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,867713024.0,78536704.0,93818880.0,66618556416.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,867713024.0,78536704.0,93818880.0,66618556416.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,867713024.0,78536704.0,93818880.0,66618556416.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,4096.0,867713024.0,78536704.0,93818880.0,66618556416.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,867713024.0,78536704.0,93818880.0,66618556416.0
3.131,0.031,96.838,0.0,0.0,0.0,0.0,0.0,867713024.0,78536704.0,93818880.0,66618556416.0
3.127,0.031,96.842,0.0,0.0,0.0,0.0,0.0,867713024.0,78536704.0,93818880.0,66618556416.0
3.159,0.063,96.778,0.0,0.0,0.0,0.0,0.0,867704832.0,78536704.0,93818880.0,66618564608.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,867704832.0,78536704.0,93818880.0,66618564608.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,867704832.0,78536704.0,93818880.0,66618564608.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,867704832.0,78536704.0,93818880.0,66618564608.0
3.130,0.031,96.839,0.0,0.0,0.0,0.0,0.0,867704832.0,78536704.0,93818880.0,66618564608.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,867704832.0,78536704.0,93818880.0,66618564608.0
3.160,0.031,96.809,0.0,0.0,0.0,0.0,0.0,867704832.0,78536704.0,93818880.0,66618564608.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,867704832.0,78536704.0,93818880.0,66618564608.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,867831808.0,78536704.0,93818880.0,66618437632.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,867831808.0,78536704.0,93818880.0,66618437632.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,867831808.0,78536704.0,93818880.0,66618437632.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,867831808.0,78536704.0,93818880.0,66618437632.0
3.159,0.031,96.810,0.0,0.0,0.0,0.0,0.0,867831808.0,78536704.0,93818880.0,66618437632.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,867831808.0,78536704.0,93818880.0,66618437632.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,867831808.0,78536704.0,93818880.0,66618437632.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,867831808.0,78536704.0,93818880.0,66618437632.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,867831808.0,78536704.0,93818880.0,66618437632.0
3.158,0.063,96.779,0.0,0.0,0.0,0.0,0.0,867831808.0,78536704.0,93818880.0,66618437632.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,867827712.0,78536704.0,93822976.0,66618437632.0
3.128,0.031,96.810,0.0,0.0,0.031,0.0,0.0,867827712.0,78536704.0,93822976.0,66618437632.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,867835904.0,78536704.0,93822976.0,66618429440.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,867835904.0,78536704.0,93822976.0,66618429440.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,867835904.0,78536704.0,93822976.0,66618429440.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,867835904.0,78536704.0,93822976.0,66618429440.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,867835904.0,78536704.0,93822976.0,66618429440.0
3.159,0.031,96.372,0.438,0.0,0.0,0.0,0.0,867835904.0,78536704.0,93822976.0,66618429440.0
3.129,0.031,96.683,0.156,0.0,0.0,0.0,12288.0,867831808.0,78540800.0,93822976.0,66618429440.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,867831808.0,78540800.0,93822976.0,66618429440.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,867831808.0,78540800.0,93822976.0,66618429440.0
3.128,0.031,96.810,0.0,0.0,0.031,0.0,0.0,867831808.0,78540800.0,93822976.0,66618429440.0
3.130,0.031,96.839,0.0,0.0,0.0,0.0,0.0,867831808.0,78540800.0,93822976.0,66618429440.0
3.126,0.063,96.780,0.0,0.0,0.031,0.0,0.0,867831808.0,78540800.0,93822976.0,66618429440.0
3.130,0.031,96.839,0.0,0.0,0.0,0.0,0.0,867831808.0,78540800.0,93822976.0,66618429440.0
3.159,0.063,96.778,0.0,0.0,0.0,0.0,0.0,867831808.0,78540800.0,93822976.0,66618429440.0


"Host:","compute-641-12.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output ep.B.x.csv",,,,"Date:","25 Feb 2016 14:19:33 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
50.435,7.810,41.683,0.066,0.000,0.006,269.413,18567.397,868667392.0,78540800.0,93827072.0,66617589760.0
3.127,0.063,96.811,0.0,0.0,0.0,0.0,0.0,868651008.0,78540800.0,93827072.0,66617606144.0
