"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-431-4.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output ep.A.x.csv",,,,"Date:","26 Feb 2016 18:13:29 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
17.515,0.402,82.023,0.031,0.000,0.030,731.941,25542.162,317009920.0,111034368.0,148443136.0,12038500352.0
4.208,0.042,95.750,0.0,0.0,0.0,0.0,0.0,317001728.0,111034368.0,148443136.0,12038508544.0
4.170,0.0,95.830,0.0,0.0,0.0,0.0,0.0,316997632.0,111034368.0,148447232.0,12038508544.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,317042688.0,111034368.0,148410368.0,12038500352.0
4.174,0.0,95.826,0.0,0.0,0.0,0.0,0.0,316694528.0,111034368.0,148410368.0,12038848512.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,316043264.0,111034368.0,148410368.0,12039499776.0
4.168,0.0,95.623,0.208,0.0,0.0,0.0,20480.0,316035072.0,111042560.0,148410368.0,12039499776.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,8192.0,315908096.0,111042560.0,148410368.0,12039626752.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,315772928.0,111042560.0,148410368.0,12039761920.0
4.212,0.0,95.788,0.0,0.0,0.0,0.0,0.0,315748352.0,111042560.0,148410368.0,12039786496.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,315621376.0,111042560.0,148410368.0,12039913472.0


"Host:","compute-431-4.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output ep.A.x.csv",,,,"Date:","26 Feb 2016 18:13:41 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
17.515,0.402,82.023,0.031,0.000,0.030,731.938,25542.077,315273216.0,111042560.0,148410368.0,12040261632.0
8.333,0.0,91.667,0.0,0.0,0.0,0.0,0.0,315392000.0,111042560.0,148410368.0,12040142848.0
8.375,0.083,91.542,0.0,0.0,0.0,0.0,0.0,315392000.0,111042560.0,148410368.0,12040142848.0
8.344,0.0,91.656,0.0,0.0,0.0,0.0,0.0,315772928.0,111042560.0,148410368.0,12039761920.0
8.340,0.042,91.618,0.0,0.0,0.0,0.0,0.0,315404288.0,111042560.0,148410368.0,12040130560.0
8.302,0.042,91.656,0.0,0.0,0.0,0.0,0.0,315023360.0,111042560.0,148410368.0,12040511488.0


"Host:","compute-431-4.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output ep.A.x.csv",,,,"Date:","26 Feb 2016 18:13:48 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
17.515,0.402,82.023,0.031,0.000,0.030,731.937,25542.027,315879424.0,111046656.0,148410368.0,12039651328.0
16.667,0.0,83.333,0.0,0.0,0.0,0.0,0.0,316121088.0,111046656.0,148410368.0,12039409664.0
16.674,0.0,83.326,0.0,0.0,0.0,0.0,0.0,316121088.0,111046656.0,148410368.0,12039409664.0


"Host:","compute-431-4.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output ep.A.x.csv",,,,"Date:","26 Feb 2016 18:13:53 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
17.515,0.402,82.023,0.031,0.000,0.030,731.936,25541.991,322949120.0,111046656.0,148414464.0,12032577536.0
33.347,0.0,66.445,0.208,0.0,0.0,0.0,20480.0,323203072.0,111050752.0,148410368.0,12032323584.0


"Host:","compute-431-4.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output ep.A.x.csv",,,,"Date:","26 Feb 2016 18:13:56 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
17.515,0.402,82.023,0.031,0.000,0.030,731.935,25541.971,326787072.0,111050752.0,148414464.0,12028735488.0
41.667,0.042,58.292,0.0,0.0,0.0,0.0,0.0,327278592.0,111050752.0,148414464.0,12028243968.0


"Host:","compute-431-4.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output ep.A.x.csv",,,,"Date:","26 Feb 2016 18:13:59 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
17.515,0.402,82.023,0.031,0.000,0.030,731.934,25541.946,329076736.0,111050752.0,148414464.0,12026445824.0
49.771,0.250,49.979,0.0,0.0,0.0,0.0,0.0,330625024.0,111050752.0,148414464.0,12024897536.0


"Host:","compute-431-4.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output ep.A.x.csv",,,,"Date:","26 Feb 2016 18:14:03 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
