"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-641-11.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output ep.A.x.csv",,,,"Date:","25 Feb 2016 13:23:54 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
38.106,3.051,58.742,0.081,0.000,0.020,106278.940,900489.583,942735360.0,273711104.0,1829130240.0,64613048320.0
3.159,0.063,96.778,0.0,0.0,0.0,0.0,0.0,943357952.0,273711104.0,1829138432.0,64612417536.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,943353856.0,273711104.0,1829158912.0,64612401152.0
3.132,0.063,96.806,0.0,0.0,0.0,0.0,0.0,943353856.0,273711104.0,1829158912.0,64612401152.0
3.131,0.063,96.180,0.626,0.0,0.0,0.0,28672.0,943271936.0,273711104.0,1829158912.0,64612483072.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,943144960.0,273711104.0,1829158912.0,64612610048.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,943009792.0,273711104.0,1829158912.0,64612745216.0
3.130,0.063,96.776,0.0,0.0,0.031,0.0,0.0,943026176.0,273711104.0,1829158912.0,64612728832.0
3.161,0.063,96.776,0.0,0.0,0.0,0.0,0.0,942854144.0,273711104.0,1829158912.0,64612900864.0
3.131,0.094,96.775,0.0,0.0,0.0,0.0,0.0,942862336.0,273711104.0,1829158912.0,64612892672.0
3.132,0.063,96.806,0.0,0.0,0.0,0.0,0.0,942862336.0,273711104.0,1829158912.0,64612892672.0
3.132,0.031,96.837,0.0,0.0,0.0,0.0,0.0,942727168.0,273711104.0,1829158912.0,64613027840.0
3.131,0.094,96.775,0.0,0.0,0.0,0.0,0.0,942690304.0,273711104.0,1829158912.0,64613064704.0
3.130,0.031,96.839,0.0,0.0,0.0,0.0,0.0,942690304.0,273711104.0,1829158912.0,64613064704.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,942673920.0,273711104.0,1829158912.0,64613081088.0
3.131,0.031,96.838,0.0,0.0,0.0,0.0,0.0,942682112.0,273711104.0,1829158912.0,64613072896.0
3.160,0.063,96.777,0.0,0.0,0.0,0.0,0.0,942682112.0,273711104.0,1829158912.0,64613072896.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,942563328.0,273711104.0,1829158912.0,64613191680.0
3.127,0.063,96.811,0.0,0.0,0.0,0.0,0.0,942563328.0,273711104.0,1829158912.0,64613191680.0


"Host:","compute-641-11.local",,,,"User:","a59905"
"Cmdline:","dstat -cdm --output ep.A.x.csv",,,,"Date:","25 Feb 2016 13:24:15 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
38.106,3.051,58.742,0.081,0.000,0.020,106278.856,900488.865,943562752.0,273711104.0,1829163008.0,64612188160.0
6.256,0.031,93.713,0.0,0.0,0.0,0.0,0.0,944103424.0,273711104.0,1829163008.0,64611647488.0
6.256,0.063,93.682,0.0,0.0,0.0,0.0,0.0,944095232.0,273711104.0,1829163008.0,64611655680.0
6.252,0.063,93.217,0.469,0.0,0.0,0.0,0.0,944095232.0,273711104.0,1829163008.0,64611655680.0
6.281,0.062,93.531,0.125,0.0,0.0,0.0,28672.0,943960064.0,273711104.0,1829163008.0,64611790848.0
6.254,0.063,93.684,0.0,0.0,0.0,0.0,0.0,943943680.0,273711104.0,1829163008.0,64611807232.0
